Timestamp,RawValue,FastSignal,SlowBaseline,PhasicSignal,Event
2025-09-10 17:20:14.195,60,59.86,59.88,-0.01,
2025-09-10 17:20:14.244,58,59.85,59.87,-0.02,
2025-09-10 17:20:14.293,61,59.86,59.87,-0.02,
2025-09-10 17:20:14.346,58,59.84,59.86,-0.02,
2025-09-10 17:20:14.395,61,59.85,59.87,-0.02,
2025-09-10 17:20:14.445,57,59.83,59.86,-0.03,
2025-09-10 17:20:14.494,61,59.84,59.86,-0.02,
2025-09-10 17:20:14.547,58,59.82,59.85,-0.03,
2025-09-10 17:20:14.596,61,59.83,59.86,-0.03,
2025-09-10 17:20:14.645,57,59.81,59.84,-0.04,
2025-09-10 17:20:14.699,61,59.82,59.85,-0.03,
2025-09-10 17:20:14.748,57,59.79,59.84,-0.04,
2025-09-10 17:20:14.797,61,59.80,59.84,-0.04,
2025-09-10 17:20:14.846,57,59.78,59.83,-0.05,
2025-09-10 17:20:14.899,61,59.79,59.83,-0.05,
2025-09-10 17:20:14.948,57,59.76,59.82,-0.06,
2025-09-10 17:20:14.998,62,59.78,59.83,-0.05,
2025-09-10 17:20:15.047,57,59.76,59.82,-0.06,
2025-09-10 17:20:15.100,61,59.77,59.82,-0.05,
2025-09-10 17:20:15.149,57,59.75,59.81,-0.07,
2025-09-10 17:20:15.199,61,59.76,59.82,-0.06,
2025-09-10 17:20:15.249,57,59.73,59.80,-0.07,
2025-09-10 17:20:15.301,61,59.74,59.81,-0.07,
2025-09-10 17:20:15.350,57,59.72,59.80,-0.08,
2025-09-10 17:20:15.399,61,59.73,59.80,-0.07,
2025-09-10 17:20:15.448,57,59.71,59.79,-0.08,
2025-09-10 17:20:15.501,61,59.72,59.80,-0.08,
2025-09-10 17:20:15.551,58,59.70,59.79,-0.09,
2025-09-10 17:20:15.600,61,59.71,59.79,-0.08,
2025-09-10 17:20:15.649,58,59.70,59.79,-0.09,
2025-09-10 17:20:15.702,60,59.70,59.79,-0.08,
2025-09-10 17:20:15.751,57,59.68,59.77,-0.10,
2025-09-10 17:20:15.800,60,59.68,59.78,-0.10,
2025-09-10 17:20:15.850,58,59.67,59.77,-0.10,
2025-09-10 17:20:15.903,60,59.67,59.77,-0.10,
2025-09-10 17:20:15.952,58,59.65,59.76,-0.11,
2025-09-10 17:20:16.001,60,59.66,59.76,-0.11,
2025-09-10 17:20:16.054,58,59.64,59.76,-0.11,
2025-09-10 17:20:16.103,60,59.65,59.76,-0.11,
2025-09-10 17:20:16.153,58,59.63,59.75,-0.12,
2025-09-10 17:20:16.202,60,59.63,59.75,-0.12,
2025-09-10 17:20:16.255,58,59.62,59.74,-0.12,
2025-09-10 17:20:16.304,59,59.61,59.74,-0.13,
2025-09-10 17:20:16.353,58,59.60,59.73,-0.13,
2025-09-10 17:20:16.402,59,59.60,59.73,-0.13,
2025-09-10 17:20:16.456,59,59.59,59.73,-0.14,
2025-09-10 17:20:16.505,58,59.58,59.72,-0.14,
2025-09-10 17:20:16.554,59,59.57,59.72,-0.14,
2025-09-10 17:20:16.603,58,59.56,59.71,-0.15,
2025-09-10 17:20:16.656,59,59.55,59.71,-0.15,
2025-09-10 17:20:16.706,58,59.54,59.70,-0.16,
2025-09-10 17:20:16.755,59,59.54,59.70,-0.16,
2025-09-10 17:20:16.804,58,59.52,59.69,-0.17,
2025-09-10 17:20:16.857,60,59.53,59.69,-0.16,
2025-09-10 17:20:16.906,58,59.52,59.69,-0.17,
2025-09-10 17:20:16.955,60,59.52,59.69,-0.17,
2025-09-10 17:20:17.005,58,59.51,59.68,-0.17,
2025-09-10 17:20:17.058,60,59.51,59.68,-0.17,
2025-09-10 17:20:17.107,57,59.49,59.67,-0.18,
2025-09-10 17:20:17.156,60,59.49,59.67,-0.18,
2025-09-10 17:20:17.205,57,59.47,59.66,-0.19,
2025-09-10 17:20:17.258,61,59.49,59.67,-0.18,
2025-09-10 17:20:17.308,57,59.47,59.66,-0.19,
2025-09-10 17:20:17.357,61,59.48,59.66,-0.18,
2025-09-10 17:20:17.410,57,59.46,59.65,-0.19,
2025-09-10 17:20:17.459,61,59.47,59.66,-0.19,
2025-09-10 17:20:17.508,57,59.45,59.65,-0.20,
2025-09-10 17:20:17.558,61,59.46,59.65,-0.19,
2025-09-10 17:20:17.611,57,59.44,59.64,-0.20,
2025-09-10 17:20:17.660,61,59.46,59.65,-0.19,
2025-09-10 17:20:17.709,57,59.44,59.64,-0.20,
2025-09-10 17:20:17.758,61,59.45,59.64,-0.19,
2025-09-10 17:20:17.811,57,59.43,59.63,-0.21,
2025-09-10 17:20:17.861,61,59.44,59.64,-0.20,
2025-09-10 17:20:17.910,57,59.42,59.63,-0.21,
2025-09-10 17:20:17.959,61,59.44,59.63,-0.20,
2025-09-10 17:20:18.012,57,59.41,59.63,-0.21,
2025-09-10 17:20:18.092,61,59.43,59.63,-0.20,
2025-09-10 17:20:18.112,57,59.41,59.62,-0.21,
2025-09-10 17:20:18.160,61,59.42,59.63,-0.20,
2025-09-10 17:20:18.213,57,59.40,59.62,-0.22,
2025-09-10 17:20:18.262,61,59.41,59.62,-0.21,
2025-09-10 17:20:18.311,57,59.39,59.61,-0.22,
2025-09-10 17:20:18.360,61,59.41,59.62,-0.21,
2025-09-10 17:20:18.413,57,59.39,59.61,-0.22,
2025-09-10 17:20:18.463,61,59.40,59.61,-0.21,
2025-09-10 17:20:18.512,57,59.38,59.60,-0.22,
2025-09-10 17:20:18.561,60,59.39,59.61,-0.22,
2025-09-10 17:20:18.614,57,59.37,59.60,-0.23,
2025-09-10 17:20:18.663,60,59.37,59.60,-0.23,
2025-09-10 17:20:18.713,57,59.35,59.59,-0.24,
2025-09-10 17:20:18.766,60,59.36,59.59,-0.23,
2025-09-10 17:20:18.815,58,59.34,59.58,-0.24,
2025-09-10 17:20:18.864,60,59.35,59.59,-0.24,
2025-09-10 17:20:18.913,58,59.34,59.58,-0.24,
2025-09-10 17:20:18.966,60,59.34,59.58,-0.24,
2025-09-10 17:20:19.016,58,59.33,59.58,-0.24,
2025-09-10 17:20:19.065,60,59.34,59.58,-0.24,
2025-09-10 17:20:19.114,58,59.33,59.57,-0.25,
2025-09-10 17:20:19.167,59,59.33,59.57,-0.25,
2025-09-10 17:20:19.216,58,59.31,59.57,-0.25,
2025-09-10 17:20:19.265,59,59.31,59.56,-0.25,
2025-09-10 17:20:19.315,58,59.30,59.56,-0.26,
2025-09-10 17:20:19.368,59,59.30,59.56,-0.26,
2025-09-10 17:20:19.417,58,59.29,59.55,-0.26,
2025-09-10 17:20:19.466,59,59.29,59.55,-0.26,
2025-09-10 17:20:19.515,58,59.28,59.55,-0.27,
2025-09-10 17:20:19.569,58,59.27,59.54,-0.27,
2025-09-10 17:20:19.618,59,59.26,59.54,-0.28,
2025-09-10 17:20:19.667,58,59.25,59.53,-0.28,
2025-09-10 17:20:19.716,59,59.25,59.53,-0.28,
2025-09-10 17:20:19.770,58,59.24,59.53,-0.29,
2025-09-10 17:20:19.825,59,59.24,59.53,-0.29,
2025-09-10 17:20:19.874,58,59.23,59.52,-0.29,
2025-09-10 17:20:19.917,60,59.24,59.52,-0.29,
2025-09-10 17:20:19.970,58,59.23,59.52,-0.29,
2025-09-10 17:20:20.019,60,59.23,59.52,-0.29,
2025-09-10 17:20:20.068,58,59.22,59.51,-0.29,
2025-09-10 17:20:20.121,60,59.23,59.52,-0.29,
2025-09-10 17:20:20.171,57,59.21,59.51,-0.30,
2025-09-10 17:20:20.220,60,59.22,59.51,-0.29,
2025-09-10 17:20:20.269,57,59.20,59.50,-0.30,
2025-09-10 17:20:20.322,61,59.21,59.51,-0.29,
2025-09-10 17:20:20.371,57,59.20,59.50,-0.30,
2025-09-10 17:20:20.420,61,59.21,59.50,-0.29,
2025-09-10 17:20:20.470,57,59.19,59.50,-0.30,
2025-09-10 17:20:20.523,61,59.21,59.50,-0.29,
2025-09-10 17:20:20.572,57,59.19,59.49,-0.30,
2025-09-10 17:20:20.621,61,59.21,59.50,-0.29,
2025-09-10 17:20:20.670,57,59.19,59.49,-0.30,
2025-09-10 17:20:20.724,61,59.20,59.49,-0.29,
2025-09-10 17:20:20.773,58,59.19,59.49,-0.30,
2025-09-10 17:20:20.822,61,59.21,59.49,-0.29,
2025-09-10 17:20:20.871,57,59.19,59.49,-0.30,
2025-09-10 17:20:20.924,61,59.20,59.49,-0.29,
2025-09-10 17:20:20.973,57,59.19,59.48,-0.30,
2025-09-10 17:20:21.023,62,59.21,59.49,-0.28,
2025-09-10 17:20:21.072,57,59.19,59.48,-0.29,
2025-09-10 17:20:21.125,62,59.21,59.49,-0.28,
2025-09-10 17:20:21.174,58,59.20,59.49,-0.28,
2025-09-10 17:20:21.223,62,59.23,59.49,-0.27,
2025-09-10 17:20:21.272,58,59.22,59.49,-0.27,
2025-09-10 17:20:21.326,62,59.24,59.50,-0.26,
2025-09-10 17:20:21.375,58,59.23,59.49,-0.26,
2025-09-10 17:20:21.424,62,59.25,59.50,-0.25,
2025-09-10 17:20:21.477,57,59.23,59.49,-0.26,
2025-09-10 17:20:21.526,61,59.25,59.50,-0.25,
2025-09-10 17:20:21.576,58,59.24,59.49,-0.26,
2025-09-10 17:20:21.625,61,59.25,59.50,-0.25,
2025-09-10 17:20:21.678,58,59.24,59.49,-0.25,
2025-09-10 17:20:21.727,61,59.26,59.50,-0.24,
2025-09-10 17:20:21.776,58,59.25,59.49,-0.25,
2025-09-10 17:20:21.825,61,59.26,59.50,-0.24,
2025-09-10 17:20:21.879,58,59.25,59.49,-0.24,
2025-09-10 17:20:21.928,61,59.26,59.50,-0.23,
2025-09-10 17:20:21.977,58,59.25,59.49,-0.24,
2025-09-10 17:20:22.026,60,59.26,59.49,-0.24,
2025-09-10 17:20:22.079,58,59.25,59.49,-0.24,
2025-09-10 17:20:22.128,60,59.26,59.49,-0.24,
2025-09-10 17:20:22.180,58,59.25,59.49,-0.24,
2025-09-10 17:20:22.227,60,59.25,59.49,-0.24,
2025-09-10 17:20:22.280,59,59.25,59.49,-0.24,
2025-09-10 17:20:22.329,60,59.26,59.49,-0.23,
2025-09-10 17:20:22.378,59,59.25,59.49,-0.23,
2025-09-10 17:20:22.428,60,59.26,59.49,-0.23,
2025-09-10 17:20:22.481,59,59.26,59.49,-0.23,
2025-09-10 17:20:22.530,59,59.25,59.49,-0.23,
2025-09-10 17:20:22.579,59,59.25,59.49,-0.23,
2025-09-10 17:20:22.632,59,59.25,59.48,-0.23,
2025-09-10 17:20:22.681,59,59.25,59.48,-0.23,
2025-09-10 17:20:22.731,59,59.25,59.48,-0.23,
2025-09-10 17:20:22.780,59,59.25,59.48,-0.23,
2025-09-10 17:20:22.833,58,59.24,59.48,-0.24,
2025-09-10 17:20:22.882,60,59.24,59.48,-0.24,
2025-09-10 17:20:22.931,58,59.23,59.47,-0.24,
2025-09-10 17:20:22.980,60,59.24,59.47,-0.24,
2025-09-10 17:20:23.034,58,59.23,59.47,-0.24,
2025-09-10 17:20:23.083,60,59.23,59.47,-0.24,
2025-09-10 17:20:23.132,58,59.23,59.47,-0.24,
2025-09-10 17:20:23.181,61,59.24,59.47,-0.23,
2025-09-10 17:20:23.234,58,59.23,59.47,-0.24,
2025-09-10 17:20:23.284,61,59.24,59.47,-0.23,
2025-09-10 17:20:23.333,58,59.23,59.47,-0.23,
2025-09-10 17:20:23.382,61,59.25,59.47,-0.23,
2025-09-10 17:20:23.435,58,59.24,59.47,-0.23,
2025-09-10 17:20:23.484,61,59.25,59.47,-0.22,
2025-09-10 17:20:23.533,58,59.24,59.47,-0.23,
2025-09-10 17:20:23.583,61,59.25,59.47,-0.22,
2025-09-10 17:20:23.636,58,59.24,59.47,-0.22,
2025-09-10 17:20:23.685,62,59.26,59.48,-0.21,
2025-09-10 17:20:23.734,58,59.26,59.47,-0.22,
2025-09-10 17:20:23.783,61,59.27,59.48,-0.21,
2025-09-10 17:20:23.836,58,59.26,59.47,-0.21,
2025-09-10 17:20:23.886,62,59.28,59.48,-0.20,
2025-09-10 17:20:23.935,58,59.27,59.47,-0.20,
2025-09-10 17:20:23.990,62,59.29,59.48,-0.19,
2025-09-10 17:20:24.037,58,59.28,59.48,-0.20,
2025-09-10 17:20:24.086,62,59.30,59.48,-0.18,
2025-09-10 17:20:24.135,58,59.29,59.48,-0.19,
2025-09-10 17:20:24.189,62,59.31,59.49,-0.18,
2025-09-10 17:20:24.238,58,59.30,59.48,-0.18,
2025-09-10 17:20:24.287,62,59.32,59.49,-0.17,
2025-09-10 17:20:24.336,58,59.31,59.49,-0.17,
2025-09-10 17:20:24.389,62,59.33,59.49,-0.16,
2025-09-10 17:20:24.439,58,59.32,59.49,-0.17,
2025-09-10 17:20:24.488,61,59.33,59.49,-0.16,
2025-09-10 17:20:24.537,58,59.32,59.49,-0.16,
2025-09-10 17:20:24.590,61,59.34,59.49,-0.15,
2025-09-10 17:20:24.738,58,59.33,59.49,-0.16,
2025-09-10 17:20:24.791,6,58.92,59.36,-0.43,
2025-09-10 17:20:24.840,58,58.91,59.35,-0.44,
2025-09-10 17:20:24.889,61,58.93,59.36,-0.42,
2025-09-10 17:20:24.938,58,58.92,59.35,-0.43,
2025-09-10 17:20:24.991,60,58.93,59.36,-0.42,
2025-09-10 17:20:25.041,58,58.93,59.35,-0.43,
2025-09-10 17:20:25.090,60,58.94,59.35,-0.42,
2025-09-10 17:20:25.139,58,58.93,59.35,-0.42,
2025-09-10 17:20:25.192,60,58.94,59.35,-0.41,
2025-09-10 17:20:25.241,58,58.93,59.35,-0.42,
2025-09-10 17:20:25.290,60,58.94,59.35,-0.41,
2025-09-10 17:20:25.344,58,58.93,59.35,-0.42,
2025-09-10 17:20:25.393,60,58.94,59.35,-0.41,
2025-09-10 17:20:25.442,58,58.93,59.35,-0.41,
2025-09-10 17:20:25.491,59,58.93,59.34,-0.41,
2025-09-10 17:20:25.544,59,58.93,59.34,-0.41,
2025-09-10 17:20:25.594,59,58.93,59.34,-0.41,
2025-09-10 17:20:25.643,59,58.93,59.34,-0.41,
2025-09-10 17:20:25.692,59,58.93,59.34,-0.41,
2025-09-10 17:20:25.745,59,58.93,59.34,-0.41,
2025-09-10 17:20:25.794,59,58.94,59.34,-0.40,
2025-09-10 17:20:25.843,59,58.94,59.34,-0.40,
2025-09-10 17:20:25.893,58,58.93,59.34,-0.41,
2025-09-10 17:20:25.946,60,58.94,59.34,-0.40,
2025-09-10 17:20:25.995,58,58.93,59.33,-0.40,
2025-09-10 17:20:26.044,60,58.94,59.34,-0.40,
2025-09-10 17:20:26.093,58,58.93,59.33,-0.40,
2025-09-10 17:20:26.146,60,58.94,59.33,-0.39,
2025-09-10 17:20:26.196,58,58.93,59.33,-0.40,
2025-09-10 17:20:26.245,60,58.94,59.33,-0.39,
2025-09-10 17:20:26.294,58,58.93,59.33,-0.40,
2025-09-10 17:20:26.347,61,58.95,59.33,-0.38,
2025-09-10 17:20:26.396,58,58.94,59.33,-0.39,
2025-09-10 17:20:26.445,61,58.96,59.33,-0.38,
2025-09-10 17:20:26.495,58,58.95,59.33,-0.38,
2025-09-10 17:20:26.548,61,58.97,59.33,-0.37,
2025-09-10 17:20:26.597,58,58.96,59.33,-0.37,
2025-09-10 17:20:26.646,61,58.98,59.34,-0.36,
2025-09-10 17:20:26.699,58,58.97,59.33,-0.36,
2025-09-10 17:20:26.749,61,58.98,59.34,-0.35,
2025-09-10 17:20:26.798,58,58.98,59.33,-0.36,
2025-09-10 17:20:26.847,62,59.00,59.34,-0.34,
2025-09-10 17:20:26.900,57,58.98,59.33,-0.35,
2025-09-10 17:20:26.949,62,59.01,59.34,-0.33,
2025-09-10 17:20:26.998,57,58.99,59.33,-0.34,
2025-09-10 17:20:27.048,61,59.01,59.34,-0.33,
2025-09-10 17:20:27.101,57,58.99,59.33,-0.34,
2025-09-10 17:20:27.150,62,59.02,59.34,-0.32,
2025-09-10 17:20:27.199,57,59.00,59.33,-0.33,
2025-09-10 17:20:27.248,62,59.03,59.34,-0.31,
2025-09-10 17:20:27.301,57,59.01,59.33,-0.33,
2025-09-10 17:20:27.351,61,59.03,59.34,-0.31,
2025-09-10 17:20:27.400,57,59.01,59.33,-0.32,
2025-09-10 17:20:27.449,61,59.03,59.34,-0.31,
2025-09-10 17:20:27.502,57,59.01,59.33,-0.32,
2025-09-10 17:20:27.551,61,59.03,59.34,-0.31,
2025-09-10 17:20:27.601,57,59.01,59.33,-0.32,
2025-09-10 17:20:27.650,61,59.03,59.33,-0.31,
2025-09-10 17:20:27.703,58,59.02,59.33,-0.31,
2025-09-10 17:20:27.752,61,59.03,59.33,-0.30,
2025-09-10 17:20:27.801,58,59.02,59.33,-0.31,
2025-09-10 17:20:27.850,61,59.04,59.34,-0.29,
2025-09-10 17:20:27.904,58,59.03,59.33,-0.30,
2025-09-10 17:20:27.953,60,59.04,59.33,-0.29,
2025-09-10 17:20:28.002,58,59.03,59.33,-0.30,
2025-09-10 17:20:28.055,60,59.04,59.33,-0.29,
2025-09-10 17:20:28.104,58,59.03,59.33,-0.30,
2025-09-10 17:20:28.154,60,59.04,59.33,-0.29,
2025-09-10 17:20:28.203,58,59.03,59.33,-0.30,
2025-09-10 17:20:28.256,60,59.04,59.33,-0.29,
2025-09-10 17:20:28.305,58,59.03,59.33,-0.30,
2025-09-10 17:20:28.354,60,59.04,59.33,-0.29,
2025-09-10 17:20:28.403,58,59.03,59.33,-0.30,
2025-09-10 17:20:28.457,59,59.03,59.32,-0.30,
2025-09-10 17:20:28.506,58,59.02,59.32,-0.30,
2025-09-10 17:20:28.555,59,59.02,59.32,-0.30,
2025-09-10 17:20:28.604,58,59.01,59.32,-0.31,
2025-09-10 17:20:28.657,59,59.01,59.32,-0.31,
2025-09-10 17:20:28.706,59,59.01,59.32,-0.30,
2025-09-10 17:20:28.756,59,59.01,59.32,-0.30,
2025-09-10 17:20:28.805,59,59.01,59.32,-0.30,
2025-09-10 17:20:28.858,59,59.01,59.32,-0.30,
2025-09-10 17:20:28.907,59,59.01,59.31,-0.30,
2025-09-10 17:20:28.956,58,59.00,59.31,-0.31,
2025-09-10 17:20:29.005,59,59.00,59.31,-0.31,
2025-09-10 17:20:29.059,58,59.00,59.31,-0.31,
2025-09-10 17:20:29.108,60,59.00,59.31,-0.31,
2025-09-10 17:20:29.157,58,59.00,59.31,-0.31,
2025-09-10 17:20:29.206,60,59.00,59.31,-0.30,
2025-09-10 17:20:29.259,58,59.00,59.31,-0.31,
2025-09-10 17:20:29.309,60,59.00,59.31,-0.30,
2025-09-10 17:20:29.358,58,59.00,59.30,-0.31,
2025-09-10 17:20:29.411,61,59.01,59.31,-0.30,
2025-09-10 17:20:29.460,58,59.00,59.31,-0.30,
2025-09-10 17:20:29.509,61,59.02,59.31,-0.29,
2025-09-10 17:20:29.558,57,59.00,59.30,-0.30,
2025-09-10 17:20:29.612,61,59.02,59.31,-0.29,
2025-09-10 17:20:29.661,57,59.00,59.30,-0.30,
2025-09-10 17:20:29.710,61,59.02,59.31,-0.29,
2025-09-10 17:20:29.759,57,59.00,59.30,-0.30,
2025-09-10 17:20:29.812,61,59.02,59.31,-0.29,
2025-09-10 17:20:29.861,57,59.00,59.30,-0.30,
2025-09-10 17:20:29.911,61,59.02,59.30,-0.29,
2025-09-10 17:20:29.960,57,59.00,59.30,-0.30,
2025-09-10 17:20:30.013,61,59.02,59.30,-0.28,
2025-09-10 17:20:30.062,57,59.00,59.30,-0.30,
2025-09-10 17:20:30.111,62,59.03,59.30,-0.28,
2025-09-10 17:20:30.160,57,59.01,59.30,-0.29,
2025-09-10 17:20:30.214,61,59.03,59.30,-0.28,
2025-09-10 17:20:30.263,57,59.01,59.30,-0.29,
2025-09-10 17:20:30.312,61,59.03,59.30,-0.28,
2025-09-10 17:20:30.361,57,59.01,59.30,-0.29,
